label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.6217484474182129,0.5819705128669739,-4.64806646505167e-07,0.579374372959137,0.5645201206207275,-0.013054070994257927,0.5444839000701904,0.5092822313308716,-0.01704864576458931,0.532116711139679,0.45529893040657043,-0.022345595061779022,0.53411865234375,0.41076624393463135,-0.02338527701795101,0.5681211948394775,0.45767340064048767,0.0028490640688687563,0.5538507103919983,0.4213283061981201,-0.018079249188303947,0.5622960329055786,0.4676345884799957,-0.02679910883307457,0.5723663568496704,0.4915044903755188,-0.028895774856209755,0.5954408049583435,0.45198214054107666,0.0011198582360520959,0.5805584788322449,0.4186553657054901,-0.018827145919203758,0.5874755382537842,0.4733153283596039,-0.018788155168294907,0.5979363918304443,0.4886099100112915,-0.01339815929532051,0.6249861121177673,0.45032885670661926,-0.00547002675011754,0.6112512946128845,0.4106806218624115,-0.025803888216614723,0.6117225289344788,0.4634770154953003,-0.014737741090357304,0.6188116073608398,0.48307090997695923,-0.0013039917685091496,0.6576077342033386,0.45294085144996643,-0.013856874778866768,0.6468786001205444,0.4119267463684082,-0.02481127344071865,0.6386813521385193,0.4450870156288147,-0.01635720580816269,0.6382229328155518,0.46545857191085815,-0.006507071666419506
A,0.6233441829681396,0.5834833383560181,-4.6898310301912716e-07,0.5802478790283203,0.5659376978874207,-0.011952749453485012,0.5452002882957458,0.5111711621284485,-0.015158559195697308,0.5340316295623779,0.4572124779224396,-0.020194243639707565,0.534813404083252,0.41392144560813904,-0.02131493017077446,0.5700293779373169,0.4587317109107971,0.004713674541562796,0.5557230710983276,0.42131543159484863,-0.01485708449035883,0.5638527870178223,0.46774032711982727,-0.02284207008779049,0.5731045007705688,0.491385281085968,-0.02464648149907589,0.596587598323822,0.45248112082481384,0.002434263937175274,0.5819665789604187,0.4203236699104309,-0.016210665926337242,0.5894452929496765,0.4756098687648773,-0.015705430880188942,0.5994003415107727,0.4902842044830322,-0.01016048714518547,0.6257117390632629,0.45042088627815247,-0.00464849965646863,0.612300455570221,0.4105043113231659,-0.024293895810842514,0.613370418548584,0.46465036273002625,-0.012861758470535278,0.6198910474777222,0.48457881808280945,0.0005984278977848589,0.6581565737724304,0.45243939757347107,-0.013431665487587452,0.6475070118904114,0.41139185428619385,-0.023690907284617424,0.6401199102401733,0.44674962759017944,-0.014477070420980453,0.6395711302757263,0.468296617269516,-0.004281048197299242
A,0.6242300271987915,0.5847378373146057,-4.614172155470442e-07,0.5812432765960693,0.5662925243377686,-0.01270319800823927,0.5455446243286133,0.5125052332878113,-0.016331972554326057,0.5335080027580261,0.45871415734291077,-0.0217234268784523,0.5359048843383789,0.4152911305427551,-0.022998377680778503,0.5713757872581482,0.4611189067363739,0.0036385070998221636,0.5565791726112366,0.42351385951042175,-0.016114290803670883,0.5643641948699951,0.46940192580223083,-0.023878000676631927,0.573945164680481,0.491681307554245,-0.025611599907279015,0.5982154011726379,0.45455747842788696,0.0017014284385368228,0.5831550359725952,0.4219096302986145,-0.01756291836500168,0.5894641280174255,0.47587886452674866,-0.016899948939681053,0.5994620323181152,0.48995429277420044,-0.011314406991004944,0.6272202134132385,0.4524342715740204,-0.005136173218488693,0.6141313910484314,0.4112793207168579,-0.02549036592245102,0.613553524017334,0.46424564719200134,-0.014323481358587742,0.6196171045303345,0.4849281311035156,-0.000885177229065448,0.6594794392585754,0.45417606830596924,-0.013735306449234486,0.6500012278556824,0.41150203347206116,-0.024300850927829742,0.6409466862678528,0.4448730945587158,-0.015705963596701622,0.6388840079307556,0.46696022152900696,-0.006001070141792297
A,0.6246592402458191,0.584804892539978,-4.6112177187751513e-07,0.5812091827392578,0.5674709677696228,-0.012510141357779503,0.5457866787910461,0.5127858519554138,-0.015888342633843422,0.5344968438148499,0.4592175781726837,-0.020881181582808495,0.536051869392395,0.4168384075164795,-0.021879201754927635,0.571577250957489,0.4616100788116455,0.002056205878034234,0.5566003918647766,0.42404645681381226,-0.017057355493307114,0.5639949440956116,0.469967246055603,-0.024375954642891884,0.573541522026062,0.49286675453186035,-0.025845665484666824,0.5984938144683838,0.45561566948890686,0.00019978820637334138,0.5836424827575684,0.4221041798591614,-0.018822206184267998,0.5894931554794312,0.47613996267318726,-0.018117180094122887,0.5990493893623352,0.49244004487991333,-0.012483740225434303,0.627470850944519,0.4540245234966278,-0.006256518419831991,0.6147187948226929,0.4123573303222656,-0.026168497279286385,0.6137980222702026,0.46557798981666565,-0.01520045567303896,0.6192857027053833,0.4887438714504242,-0.0019412442343309522,0.6596063375473022,0.4563182294368744,-0.01438819244503975,0.6506510972976685,0.4130004644393921,-0.024925177916884422,0.6411561965942383,0.4459306299686432,-0.01656806655228138,0.6383134722709656,0.4694620668888092,-0.0070103309117257595
A,0.6254106760025024,0.5873825550079346,-4.6017092358852096e-07,0.5816437005996704,0.5694220662117004,-0.012022611685097218,0.5457760691642761,0.5149626731872559,-0.015482671558856964,0.5336395502090454,0.4607245624065399,-0.020596157759428024,0.5356769561767578,0.41721341013908386,-0.021806398406624794,0.5708888173103333,0.46414339542388916,0.0026824623346328735,0.5564249157905579,0.42579808831214905,-0.01688939705491066,0.5647978782653809,0.4705641567707062,-0.024520499631762505,0.5743804574012756,0.4934486150741577,-0.026098094880580902,0.5978795886039734,0.45781058073043823,0.00047321105375885963,0.5835042595863342,0.4234350919723511,-0.01851009763777256,0.5904717445373535,0.4777395725250244,-0.017950747162103653,0.6000123023986816,0.49350497126579285,-0.01237761415541172,0.6272820830345154,0.455533504486084,-0.006320302840322256,0.6143448352813721,0.4141780734062195,-0.02615787647664547,0.6148232221603394,0.4676579236984253,-0.01488451287150383,0.6208410263061523,0.4888055622577667,-0.0014505254803225398,0.6598795652389526,0.45751628279685974,-0.014735990203917027,0.6500940322875977,0.4144902229309082,-0.02509911358356476,0.6418668627738953,0.4484838545322418,-0.016071371734142303,0.6401682496070862,0.47075989842414856,-0.006034075282514095
A,0.6249302625656128,0.5892408490180969,-4.612833777173364e-07,0.5809277296066284,0.5699744820594788,-0.011233512312173843,0.5463529825210571,0.5154309868812561,-0.014379180036485195,0.5358374118804932,0.46228253841400146,-0.019451141357421875,0.5362434983253479,0.4193272888660431,-0.020860541611909866,0.571748673915863,0.464534729719162,0.0040217069908976555,0.5584253072738647,0.4272836446762085,-0.01607087068259716,0.5646776556968689,0.4713091254234314,-0.024828003719449043,0.5731666684150696,0.49624156951904297,-0.027017032727599144,0.5984814167022705,0.4581274688243866,0.001395501079969108,0.5844669938087463,0.42476561665534973,-0.017823537811636925,0.590254008769989,0.4776710569858551,-0.018148435279726982,0.5998467206954956,0.4949668049812317,-0.013208331540226936,0.6276833415031433,0.45602133870124817,-0.005853773094713688,0.6155028343200684,0.41455432772636414,-0.025665942579507828,0.6148208975791931,0.46606412529945374,-0.015241571702063084,0.6205068230628967,0.48860567808151245,-0.0024425522424280643,0.6602693200111389,0.4581403136253357,-0.01468738541007042,0.6508376002311707,0.41545236110687256,-0.025155022740364075,0.6415512561798096,0.4490293860435486,-0.016614649444818497,0.6391934752464294,0.4726625084877014,-0.0069076926447451115
A,0.6264387369155884,0.5901663303375244,-4.5867830067436444e-07,0.5819376707077026,0.5728888511657715,-0.011696998961269855,0.5462582111358643,0.5183479189872742,-0.014646726660430431,0.5346451997756958,0.464499831199646,-0.019517498090863228,0.5368936061859131,0.42111894488334656,-0.020617131143808365,0.5697554349899292,0.4687422215938568,0.0037493461277335882,0.5561205744743347,0.4286753833293915,-0.015621275641024113,0.5637689828872681,0.4726126194000244,-0.023771852254867554,0.5728374719619751,0.49759364128112793,-0.02561771124601364,0.5969328284263611,0.46144622564315796,0.0017100399127230048,0.583509624004364,0.42710891366004944,-0.017018688842654228,0.5901052355766296,0.47979995608329773,-0.01716703549027443,0.599311351776123,0.4979952275753021,-0.012142141349613667,0.6267064213752747,0.458572655916214,-0.004900151863694191,0.6143819093704224,0.4159182906150818,-0.024369986727833748,0.6141442656517029,0.468391478061676,-0.014206054620444775,0.6193124651908875,0.49310752749443054,-0.0015198495239019394,0.6597979068756104,0.4599415063858032,-0.013102058321237564,0.6513376235961914,0.4159575402736664,-0.02351740002632141,0.6416604518890381,0.4486368000507355,-0.015406446531414986,0.6379280090332031,0.47315549850463867,-0.005988342221826315
A,0.6275287866592407,0.5931130647659302,-4.688183423695591e-07,0.5818998217582703,0.5755746960639954,-0.010854732245206833,0.5462242960929871,0.5211827158927917,-0.013458761386573315,0.5354741811752319,0.46706870198249817,-0.018065445125102997,0.5355122089385986,0.42361798882484436,-0.01898849755525589,0.5687341094017029,0.47141051292419434,0.004465917591005564,0.5558247566223145,0.43162617087364197,-0.015158646740019321,0.5642330050468445,0.47542238235473633,-0.02333478070795536,0.5726981163024902,0.5014071464538574,-0.025067845359444618,0.5961933135986328,0.4628753960132599,0.0018219806952401996,0.5832930207252502,0.42826566100120544,-0.017084995284676552,0.591204047203064,0.4816127419471741,-0.017521867528557777,0.5999714136123657,0.5000555515289307,-0.012631289660930634,0.6261798143386841,0.45879390835762024,-0.0053305900655686855,0.6141752004623413,0.4179587960243225,-0.02496013045310974,0.6156744956970215,0.4706479012966156,-0.014795337803661823,0.6206837296485901,0.4939045011997223,-0.0021603433415293694,0.6594551205635071,0.4593352973461151,-0.013970130123198032,0.6504520773887634,0.4167183041572571,-0.024355515837669373,0.6423871517181396,0.4510965645313263,-0.015735609456896782,0.6390588283538818,0.4751598536968231,-0.005975950043648481
A,0.6287623047828674,0.5959025025367737,-4.6283557253445906e-07,0.5833139419555664,0.5787991285324097,-0.011139788664877415,0.5470276474952698,0.525513768196106,-0.014419110491871834,0.5354713797569275,0.47146984934806824,-0.01970016583800316,0.5350836515426636,0.42734208703041077,-0.021382341161370277,0.5699759721755981,0.4749159812927246,0.004002981819212437,0.5569069385528564,0.4336971640586853,-0.016512755304574966,0.5638442039489746,0.47679948806762695,-0.025940215215086937,0.5718568563461304,0.5044445991516113,-0.02838287316262722,0.5970219969749451,0.4667477607727051,0.0013908188557252288,0.5829625129699707,0.43057918548583984,-0.017988447099924088,0.5898438096046448,0.48199766874313354,-0.019339993596076965,0.5984941720962524,0.5014729499816895,-0.015077725052833557,0.6267327070236206,0.4629310667514801,-0.005759518593549728,0.6139069199562073,0.41937950253486633,-0.025288879871368408,0.6148567199707031,0.46993210911750793,-0.01556212455034256,0.6201788783073425,0.4940805435180664,-0.003219116246327758,0.6598519682884216,0.46361005306243896,-0.014455200172960758,0.6498742699623108,0.41954201459884644,-0.024660615250468254,0.6422219276428223,0.4524114429950714,-0.0162823349237442,0.6404114961624146,0.4767291843891144,-0.006707434542477131
A,0.6338990330696106,0.5986060500144958,-4.941843485539721e-07,0.5870765447616577,0.5856165885925293,-0.011147723533213139,0.5476427674293518,0.530724287033081,-0.013909965753555298,0.5346935391426086,0.47473475337028503,-0.01864626817405224,0.5365289449691772,0.4308645725250244,-0.019424790516495705,0.5709260702133179,0.4766724109649658,0.004368210677057505,0.5569838881492615,0.435672789812088,-0.016004487872123718,0.5657002329826355,0.48241543769836426,-0.024679500609636307,0.575011134147644,0.5101162791252136,-0.026643235236406326,0.5986195802688599,0.46817663311958313,0.0018701328663155437,0.5836694836616516,0.4334571957588196,-0.017313499003648758,0.5927837491035461,0.48895150423049927,-0.017313096672296524,0.60297691822052,0.5079450011253357,-0.011988906189799309,0.6289713382720947,0.464003324508667,-0.0053008426912128925,0.6149922609329224,0.42285096645355225,-0.024740908294916153,0.6175971627235413,0.47689294815063477,-0.013632133603096008,0.6240724325180054,0.5008771419525146,-0.0003661162918433547,0.6622241139411926,0.46396225690841675,-0.014092235825955868,0.6510858535766602,0.4214462339878082,-0.024089450016617775,0.6443039774894714,0.45636340975761414,-0.015080268494784832,0.6435108184814453,0.48026588559150696,-0.005076310597360134
